Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
738,Walace,br BRA,MF,Cruzeiro,29,1995,17,4,384,4.3,0,0,0,0,0,0,4,0,0,10,3,0,3,6,4,,,0
739,Wallace,br BRA,FW,Flamengo,19,2005,17,4,443,4.9,1,2,3,1,0,0,5,1,1,10,22,5,9,3,4,,,0
740,Walter,br BRA,GK,Mirassol,37,1987,31,31,2790,31.0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,,,0
741,Wanderson,br BRA,MF,Cruzeiro,30,1994,27,25,1792,19.9,0,2,2,0,0,0,2,0,0,25,15,6,65,6,8,,,0
742,Deivid Washington,br BRA,FW,Santos,19,2005,17,5,557,6.2,1,0,1,1,0,0,0,0,0,7,14,2,2,3,2,,,0
743,José Welison,br BRA,MF,Fortaleza,29,1995,9,4,437,4.9,0,0,0,0,0,0,3,0,0,7,5,0,8,5,9,,,0
744,João Wellington,br BRA,MF,Cruzeiro,21,2004,5,1,139,1.5,0,0,0,0,0,0,0,0,0,6,1,1,4,3,1,,,0
745,Wendell,br BRA,MF,Vitória,19,2005,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,,,0
746,Wendell,br BRA,MFDF,São Paulo,31,1993,16,11,838,9.3,0,1,1,0,0,0,0,0,0,13,16,1,33,10,13,,,0
747,Wesley,br BRA,DF,Flamengo,21,2003,11,11,982,10.9,1,2,3,1,0,0,4,0,0,16,22,1,49,9,20,,,0
748,Wesley,br BRA,MFFW,Internacional,25,1999,18,16,1233,13.7,0,3,3,0,0,0,2,0,0,20,35,6,33,6,20,,,0
749,Weverson,br BRA,DF,Fortaleza,24,2000,4,2,219,2.4,0,0,0,0,0,0,0,0,0,6,2,0,6,1,2,,,0
750,Wéverton,br BRA,GK,Palmeiras,37,1987,26,26,2340,26.0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,1,,,0
751,William,br BRA,DF,Cruzeiro,29,1995,30,25,2281,25.3,0,6,6,0,0,0,4,1,1,40,18,4,165,43,49,,,0
752,Willian,br BRA,MF,Vitória,31,1993,20,16,1411,15.7,1,0,1,1,0,0,8,0,0,35,14,0,2,21,12,,,0
753,Willian,br BRA,MF,Grêmio,36,1988,6,4,308,3.4,1,2,3,0,1,1,0,0,0,2,8,0,19,1,1,,,0
754,Estêvão Willian,br BRA,MFFW,Palmeiras,17,2007,11,9,831,9.2,0,3,3,0,0,0,3,0,0,13,22,7,63,2,1,,,0
755,Mateus Xavier,br BRA,MF,Santos,17,2007,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0
756,Samuel Xavier,br BRA,DF,Fluminense,34,1990,29,26,2385,26.5,4,1,5,4,0,0,5,0,0,32,34,0,53,15,30,,,0
757,Yago,br BRA,FW,Internacional,17,2007,2,0,73,0.8,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,,,0
758,Yago,br BRA,MF,Mirassol,29,1995,19,8,630,7.0,0,1,1,0,0,0,3,0,0,15,25,0,5,7,7,,,0
759,Young,br BRA,GK,São Paulo,22,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
760,Vinícius Zanocelo,br BRA,MF,Ceará,24,2001,15,12,1087,12.1,1,0,1,1,0,0,2,0,0,24,6,0,7,14,15,,,0
761,Lukas Zuccarello,br BRA,MF,Vasco da Gama,18,2006,2,0,24,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,,0
